geoid,CRS1112,CRS1213,CRS1314,CRS1415,CRS1516,CRS1617,CRS1718,CRS1819,CRS1920,CRS2021,CRS2122,MSP1112,MSP1213,MSP1314,MSP1415,MSP1516,MSP1617,MSP1718,MSP1819,MSP1920,MSP2021,MSP2122,DRR1112,DRR1213,DRR1314,DRR1415,DRR1516,DRR1617,DRR1718,DRR1819,DRR1920,DRR2021,DRR2122,MSP1112C,MSP1213C,MSP1314C,MSP1415C,MSP1516C,MSP1617C,MSP1718C,MSP1819C,MSP1920C,MSP2021C,MSP2122C,DRR1112C,DRR1213C,DRR1314C,DRR1415C,DRR1516C,DRR1617C,DRR1718C,DRR1819C,DRR1920C,DRR2021C,DRR2122C,PdMSP1121,PdMSP1822,dDRR1118,dDRR1121,dDRR1822,PdMSP1121C,dDRR1121C,dDRR1118WPPNC,dDRR1121WPPNC
421010030011,25,19,16,20,26,20,16,22,23,21,15,90000,115700,110500,124750,144950,169000,208500,244500,263000,299000,299000,-0.449440,-0.029439,-0.187425,-0.027016,0.222573,0.376290,0.547468,0.842237,0.806369,0.707659,0.414771,"Below $100,000","$100,000 - $125,000","$100,000 - $125,000","$100,000 - $125,000","$125,000 - $150,000","$150,000 - $175,000","$200,000 - $250,000","$200,000 - $250,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000",Below Area Average,Below Area Average,Below Area Average,Below Area Average,0.0 - 0.5,0.0 - 0.5,0.5 - 1.0,0.5 - 1.0,0.5 - 1.0,0.5 - 1.0,0.0 - 0.5,232.22222222222223,22.29038854805726,0.996908,1.157099,-0.427466,150% or Greater Increase,1.0 to 1.5,At Risk,At Risk
421010030012,9,15,20,18,18,21,19,22,22,11,7,119000,125000,132500,156500,195000,203900,215000,259000,287700,280000,240000,-0.034240,-0.002339,0.068775,0.383884,0.924973,0.775390,0.421668,0.810037,0.917969,0.092959,-0.742129,"$100,000 - $125,000","$125,000 - $150,000","$125,000 - $150,000","$150,000 - $175,000","$175,000 - $200,000","$200,000 - $250,000","$200,000 - $250,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$200,000 - $250,000",Below Area Average,Below Area Average,0.0 - 0.5,0.0 - 0.5,0.5 - 1.0,0.5 - 1.0,0.0 - 0.5,0.5 - 1.0,0.5 - 1.0,0.0 - 0.5,Below Area Average,135.2941176470588,-7.335907335907336,0.455908,0.127199,-1.552166,100% - 150% Increase,0.0 to 0.5,At Risk,At Risk
421010030013,24,29,52,60,47,47,46,40,37,32,23,64250,70000,95750,152500,220000,208900,237500,296750,287000,288450,320000,-0.460440,-0.378939,0.240275,1.616784,3.223773,2.581690,2.719668,3.789737,3.132769,2.425959,2.699371,"Below $100,000","Below $100,000","Below $100,000","$150,000 - $175,000","$200,000 - $250,000","$200,000 - $250,000","$200,000 - $250,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000",Below Area Average,Below Area Average,0.0 - 0.5,1.5 - 2.0,3.0 or Above,2.5 - 3.0,2.5 - 3.0,3.0 or Above,3.0 or Above,2.0 - 2.5,2.5 - 3.0,348.94941634241246,7.8348778433024435,3.180108,2.886399,-1.090366,150% or Greater Increase,1.5 or Above,At Risk,At Risk
421010030014,30,27,30,41,50,49,44,37,34,41,32,63500,70000,117500,97000,102500,160000,191000,248000,267450,202500,259500,0.513360,0.706461,2.597075,1.641984,1.725673,3.696890,4.321668,6.116937,6.362869,3.170959,4.666171,"Below $100,000","Below $100,000","$100,000 - $125,000","Below $100,000","$100,000 - $125,000","$150,000 - $175,000","$175,000 - $200,000","$200,000 - $250,000","$250,000 - $400,000","$200,000 - $250,000","$250,000 - $400,000",0.5 - 1.0,0.5 - 1.0,2.5 - 3.0,1.5 - 2.0,1.5 - 2.0,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,218.89763779527559,4.637096774193548,3.808308,2.657599,-1.450766,150% or Greater Increase,1.5 or Above,At Elevated Risk,At Risk
421010030015,19,20,30,32,30,38,36,27,22,20,16,72000,79500,92300,105000,126500,177499.5,245500,194000,241250,279999.5,290000,0.075360,0.232161,0.558175,0.839184,1.355973,2.546890,3.946068,2.087237,3.015269,3.333659,3.112871,"Below $100,000","Below $100,000","Below $100,000","$100,000 - $125,000","$125,000 - $150,000","$175,000 - $200,000","$200,000 - $250,000","$175,000 - $200,000","$200,000 - $250,000","$250,000 - $400,000","$250,000 - $400,000",0.0 - 0.5,0.0 - 0.5,0.5 - 1.0,0.5 - 1.0,1.0 - 1.5,2.5 - 3.0,3.0 or Above,2.0 - 2.5,3.0 or Above,3.0 or Above,3.0 or Above,288.8881944444444,49.48453608247423,3.870708,3.258299,1.025634,150% or Greater Increase,1.5 or Above,At Elevated Risk,At Risk
421010030021,41,54,52,44,41,38,41,41,37,40,35,96700,134000,150000,170000,180950,214250,256500,250000,310000,272500,270000,1.950960,3.438061,3.979275,4.704384,4.986073,5.912890,6.949768,6.252837,8.031269,5.816659,5.083671,"Below $100,000","$125,000 - $150,000","$150,000 - $175,000","$150,000 - $175,000","$175,000 - $200,000","$200,000 - $250,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000",1.5 - 2.0,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,181.79937952430197,8,4.998808,3.865699,-1.169166,150% or Greater Increase,1.5 or Above,At Elevated Risk,At Elevated Risk
421010030022,42,58,85,108,104,71,58,60,61,52,31,61125.5,65350,80000,147500,165000,239300,301311.5,300561.5,330000,366250,362000,-1.508940,-1.524239,-1.398725,-0.776716,-0.708927,-0.191910,-0.079032,-0.410463,-0.441531,-0.773641,-1.002129,"Below $100,000","Below $100,000","Below $100,000","$125,000 - $150,000","$150,000 - $175,000","$200,000 - $250,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000",Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,499.1771028457845,20.44124081094884,1.429908,0.735299,-0.591666,150% or Greater Increase,0.5 to 1.0,At Risk,At Risk
421010030023,33,56,82,114,157,161,126,95,90,75,42,58000,40500,50000,70000,132000,245000,296970,345000,360000,411000,425000,-0.027740,-0.749139,-0.452225,0.164884,2.261373,5.870990,7.025868,8.198937,8.155169,8.979959,8.535571,"Below $100,000","Below $100,000","Below $100,000","Below $100,000","$125,000 - $150,000","$200,000 - $250,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$400,000 or Above","$400,000 or Above",Below Area Average,Below Area Average,Below Area Average,0.0 - 0.5,2.0 - 2.5,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,608.6206896551724,23.18840579710145,7.053608,9.007699,0.336634,150% or Greater Increase,1.5 or Above,At Elevated Risk,At Elevated Risk
421010030024,12,19,24,35,36,29,31,38,33,29,24,83000,62900,86000,137000,185000,249900,250000,249950,255350,315000,330000,0.805860,0.003961,0.753075,2.434484,3.953473,5.766490,5.143468,4.727937,4.450569,5.555359,5.363871,"Below $100,000","Below $100,000","Below $100,000","$125,000 - $150,000","$175,000 - $200,000","$200,000 - $250,000","$250,000 - $400,000","$200,000 - $250,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000",0.5 - 1.0,0.0 - 0.5,0.5 - 1.0,2.0 - 2.5,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,279.51807228915663,32.02640528105621,4.337608,4.749499,0.635934,150% or Greater Increase,1.5 or Above,At Elevated Risk,At Elevated Risk
421010031001,71,89,148,211,228,223,192,144,134,137,103,35000,53000,60000,70000,132500,220000,288750,342500,390000,427000,450000,-0.825240,-0.199139,0.008675,0.280084,2.495273,5.346990,7.193868,8.639237,9.723469,10.124159,9.902771,"Below $100,000","Below $100,000","Below $100,000","Below $100,000","$125,000 - $150,000","$200,000 - $250,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$400,000 or Above","$400,000 or Above",Below Area Average,Below Area Average,0.0 - 0.5,0.0 - 0.5,2.0 - 2.5,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,1120,31.386861313868614,8.019108,10.949399,1.263534,150% or Greater Increase,1.5 or Above,At Elevated Risk,At Elevated Risk
421010031002,16,18,38,62,63,65,67,56,45,40,30,79500,66500,45000,51500,115000,170000,200300,252000,275000,309000,435750,0.055260,-0.384739,-1.028325,-0.957216,0.651073,1.812790,2.043368,3.003437,3.170369,3.261659,5.680771,"Below $100,000","Below $100,000","Below $100,000","Below $100,000","$100,000 - $125,000","$150,000 - $175,000","$200,000 - $250,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$400,000 or Above",0.0 - 0.5,Below Area Average,Below Area Average,Below Area Average,0.5 - 1.0,1.5 - 2.0,2.0 - 2.5,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,288.6792452830189,72.91666666666667,1.988108,3.206399,2.677334,150% or Greater Increase,1.5 or Above,At Risk,At Risk
421010031003,24,20,28,42,53,65,61,55,52,50,40,39500,63500,43250,66500,80000,100000,147000,207000,219250,232250,245000,-1.567640,-1.255439,-1.602325,-1.354416,-1.264427,-1.211810,-1.035632,-0.489863,-0.637731,-1.138841,-1.142229,"Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","$100,000 - $125,000","$125,000 - $150,000","$200,000 - $250,000","$200,000 - $250,000","$200,000 - $250,000","$200,000 - $250,000",Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,487.9746835443038,18.357487922705314,0.532008,0.428799,-0.652366,150% or Greater Increase,0.0 to 0.5,At Risk,At Risk
421010031004,36,48,58,81,97,103,85,65,61,67,59,25875,26750,36750,60000,90000,111000,166900,195000,219000,271500,285000,-1.645740,-1.688139,-1.514025,-1.147416,-0.657727,-0.503310,0.059668,0.266537,0.373669,0.633559,0.574371,"Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","$100,000 - $125,000","$150,000 - $175,000","$175,000 - $200,000","$200,000 - $250,000","$250,000 - $400,000","$250,000 - $400,000",Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,0.0 - 0.5,0.0 - 0.5,0.0 - 0.5,0.5 - 1.0,0.5 - 1.0,949.2753623188406,46.15384615384615,1.705408,2.279299,0.307834,150% or Greater Increase,1.5 or Above,At Risk,At Risk
421010031005,52,62,76,98,138,146,143,133,93,81,70,31400,54500,55400,54900,67257,90000,162000,181000,270000,287500,269500,-1.028640,-0.250039,-0.274125,-0.399216,-0.082627,0.430990,2.347068,2.616337,5.120069,4.907359,3.786871,"Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","$150,000 - $175,000","$175,000 - $200,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000",Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,0.0 - 0.5,2.0 - 2.5,2.5 - 3.0,3.0 or Above,3.0 or Above,3.0 or Above,815.6050955414013,48.89502762430939,3.375708,5.935999,1.170534,150% or Greater Increase,1.5 or Above,At Risk,At Elevated Risk
421010031006,21,30,42,55,71,75,79,59,45,48,38,36500,29250,43500,69269,95000,159000,190000,260000,219000,243750,251250,-1.700240,-1.856239,-1.697625,-1.469916,-1.251827,-0.692110,-0.823432,-0.287563,-1.093931,-1.477641,-1.538229,"Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","$150,000 - $175,000","$175,000 - $200,000","$250,000 - $400,000","$200,000 - $250,000","$200,000 - $250,000","$250,000 - $400,000",Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,567.8082191780821,-3.3653846153846154,0.876808,0.222599,-1.250666,150% or Greater Increase,0.0 to 0.5,At Risk,At Risk
421010032001,24,33,67,104,121,121,124,119,85,65,49,26000,33000,40000,55000,79000,115000,216500,227000,239000,296700,339000,-1.533240,-1.420239,-1.283425,-1.023316,-0.558327,0.030790,1.859768,1.741837,1.634569,2.179759,2.645471,"Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","$100,000 - $125,000","$200,000 - $250,000","$200,000 - $250,000","$200,000 - $250,000","$250,000 - $400,000","$250,000 - $400,000",Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,0.0 - 0.5,1.5 - 2.0,1.5 - 2.0,1.5 - 2.0,2.0 - 2.5,2.5 - 3.0,1041.1538461538462,49.33920704845815,3.393008,3.712999,0.903634,150% or Greater Increase,1.5 or Above,At Risk,At Elevated Risk
421010032002,10,14,25,47,66,75,82,55,36,39,25,29000,32000,38000,50000,55000,102900,159500,205000,257500,275000,300000,-0.173340,-0.041239,0.303875,1.007184,1.205973,4.017690,7.043968,9.458637,12.108569,12.274659,12.583771,"Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","$100,000 - $125,000","$150,000 - $175,000","$200,000 - $250,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000",Below Area Average,Below Area Average,0.0 - 0.5,1.0 - 1.5,1.0 - 1.5,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,848.2758620689655,46.34146341463415,7.217308,12.447999,3.125134,150% or Greater Increase,1.5 or Above,At Elevated Risk,At Elevated Risk
421010032003,20,33,41,43,63,77,76,67,57,48,38,20250,30000,33660,35000,60000,96250,116500,125000,185000,220000,242450,-1.689740,-1.512139,-1.457525,-1.532616,-1.052527,-0.463810,-0.521732,-0.648663,0.340669,0.393659,0.568771,"Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","$100,000 - $125,000","$125,000 - $150,000","$175,000 - $200,000","$200,000 - $250,000","$200,000 - $250,000",Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,0.0 - 0.5,0.0 - 0.5,0.5 - 1.0,986.4197530864197,93.96,1.168008,2.083399,1.217434,150% or Greater Increase,1.5 or Above,At Risk,At Risk
421010032004,22,27,35,56,112,148,145,124,103,100,72,28750,16000,19000,30000,40000,59500,102500,132500,229000,315000,277500,0.096260,-0.984239,-0.795125,-0.052616,0.586673,1.747690,4.338768,6.096437,12.378269,17.414659,13.558371,"Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","$100,000 - $125,000","$125,000 - $150,000","$200,000 - $250,000","$250,000 - $400,000","$250,000 - $400,000",0.0 - 0.5,Below Area Average,Below Area Average,Below Area Average,0.5 - 1.0,1.5 - 2.0,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,995.6521739130435,109.43396226415095,4.242508,17.318399,7.461934,150% or Greater Increase,1.5 or Above,At Elevated Risk,At Elevated Risk
421010032005,14,17,20,33,48,50,54,54,36,32,30,24750,26500,28250,35000,49950,60050,90000,118250,127075,172500,232500,-1.175140,-1.169239,-1.138825,-0.977416,-0.505727,-0.380510,0.230068,0.947337,0.912169,1.821459,3.434871,"Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","$100,000 - $125,000","$125,000 - $150,000","$150,000 - $175,000","$200,000 - $250,000",Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,0.0 - 0.5,0.5 - 1.0,0.5 - 1.0,1.5 - 2.0,3.0 or Above,596.969696969697,96.61733615221988,1.405208,2.996599,2.487534,150% or Greater Increase,1.5 or Above,At Risk,At Risk
421010032006,44,50,45,54,60,65,70,69,61,49,36,20050,20750,23000,31500,32250,52500,71250,94000,110000,136000,181250,-1.746340,-1.790639,-1.770225,-1.695316,-1.790527,-1.600110,-1.716632,-1.558563,-1.538231,-1.704641,-1.025229,"Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","$100,000 - $125,000","$125,000 - $150,000","$175,000 - $200,000",Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,578.3042394014963,92.81914893617021,0.029708,0.041699,0.533334,150% or Greater Increase,0.0 to 0.5,At Risk,At Risk
421010033001,56,80,84,81,116,115,89,87,83,96,89,26950,28000,30000,39000,45000,58510,85000,95761.23,105500,137500,140000,-1.056440,-1.078839,-1.038125,-0.777816,-0.654627,-0.381110,0.125068,0.206737,0.232269,0.705659,0.497671,"Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","$100,000 - $125,000","$125,000 - $150,000","$125,000 - $150,000",Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,0.0 - 0.5,0.0 - 0.5,0.0 - 0.5,0.5 - 1.0,0.0 - 0.5,410.2040816326531,46.196952566294314,1.181508,1.762099,0.290934,150% or Greater Increase,1.5 or Above,At Risk,At Risk
421010033002,3,9,24,27,30,29,30,33,21,20,15,NULL,16000,16000,21500,39950,46000,59250,58500,80000,154000,140000,NULL,-1.884139,-1.910225,-1.896116,-1.602427,-1.706810,-1.925232,-2.232663,-2.076331,-1.274841,-1.686829,Insufficient Data,"Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","$150,000 - $175,000","$125,000 - $150,000",Insufficient Data,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,NULL,139.31623931623932,NULL,NULL,0.545834,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010033003,19,14,28,42,44,43,47,48,46,44,31,23500,28000,26500,34250,42000,55000,81000,102500,110000,146000,160000,-0.627840,-0.402039,-0.552325,-0.159216,0.211273,0.738890,1.790868,2.726837,2.767469,4.107059,4.329571,"Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","$100,000 - $125,000","$100,000 - $125,000","$125,000 - $150,000","$150,000 - $175,000",Below Area Average,Below Area Average,Below Area Average,Below Area Average,0.0 - 0.5,0.5 - 1.0,1.5 - 2.0,2.5 - 3.0,2.5 - 3.0,3.0 or Above,3.0 or Above,521.2765957446809,56.09756097560975,2.418708,4.734899,1.602734,150% or Greater Increase,1.5 or Above,At Risk,At Elevated Risk
421010033004,31,38,53,54,64,78,95,91,70,60,45,30000,25000,25000,29000,45500,66000,90000,110000,127500,197500,219000,-1.174440,-1.406739,-1.441625,-1.417416,-0.994027,-0.593910,-0.361632,-0.068963,0.124469,1.486059,1.726071,"Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","$100,000 - $125,000","$125,000 - $150,000","$175,000 - $200,000","$200,000 - $250,000",Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,0.0 - 0.5,1.0 - 1.5,1.5 - 2.0,558.3333333333334,99.0909090909091,0.812808,2.660499,1.795034,150% or Greater Increase,1.5 or Above,At Risk,At Risk
421010033005,21,27,37,42,59,68,56,59,57,58,49,30000,36500,50000,49500,55000,70000,93500,115000,135000,157750,160000,-1.366340,-1.253139,-0.931225,-1.051816,-1.023627,-0.886910,-0.803532,-0.581763,-0.413731,-0.554941,-0.710629,"Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","$100,000 - $125,000","$125,000 - $150,000","$150,000 - $175,000","$150,000 - $175,000",Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,425.8333333333333,39.130434782608695,0.562808,0.811399,-0.128866,150% or Greater Increase,0.5 to 1.0,At Risk,At Risk
421010033006,24,29,31,34,54,69,66,61,51,43,32,25329.6,19000,19000,23250,35500,41000,68295.16,80000,95000,118000,139725,-1.378740,-1.642139,-1.672625,-1.647816,-1.382227,-1.456310,-1.152532,-1.119363,-0.998131,-1.032741,-0.644429,"Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","$100,000 - $125,000","$125,000 - $150,000",Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,365.85812646074163,74.65625,0.226208,0.345999,0.474934,150% or Greater Increase,0.0 to 0.5,At Risk,At Risk
421010036001,59,63,64,57,65,77,67,63,72,72,55,72000,82000,90500,93000,111500,111500,110000,137000,165000,211000,220000,-0.418540,-0.247239,-0.100425,-0.147916,0.164773,-0.115510,-0.672532,-0.385563,-0.098631,0.195159,0.116371,"Below $100,000","Below $100,000","Below $100,000","Below $100,000","$100,000 - $125,000","$100,000 - $125,000","$100,000 - $125,000","$125,000 - $150,000","$150,000 - $175,000","$200,000 - $250,000","$200,000 - $250,000",Below Area Average,Below Area Average,Below Area Average,Below Area Average,0.0 - 0.5,Below Area Average,Below Area Average,Below Area Average,Below Area Average,0.0 - 0.5,0.0 - 0.5,193.05555555555554,60.583941605839414,-0.253992,0.613699,0.501934,150% or Greater Increase,0.5 to 1.0,Not at Risk,At Risk
421010036002,9,11,16,15,15,16,18,18,12,6,9,132000,124000,123000,135000,151000,161500,152500,152500,214950,212500,237000,1.880660,1.542661,1.423175,1.675584,2.008673,1.982390,1.166968,0.821637,2.169369,1.379159,1.649671,"$125,000 - $150,000","$100,000 - $125,000","$100,000 - $125,000","$125,000 - $150,000","$150,000 - $175,000","$150,000 - $175,000","$150,000 - $175,000","$150,000 - $175,000","$200,000 - $250,000","$200,000 - $250,000","$200,000 - $250,000",1.5 - 2.0,1.5 - 2.0,1.0 - 1.5,1.5 - 2.0,2.0 - 2.5,1.5 - 2.0,1.0 - 1.5,0.5 - 1.0,2.0 - 2.5,1.0 - 1.5,1.5 - 2.0,60.984848484848484,55.40983606557377,-0.713692,-0.501501,0.828034,50% - 100% Increase,-1.0 to -0.5,Not at Risk,Not at Risk
421010036003,14,16,31,49,50,42,40,36,30,39,31,40000,47700,44500,35000,40000,55000,67500,74000,92500,139900,155000,0.056860,0.408361,0.165275,-0.460316,-0.312427,0.209290,0.326668,0.326037,0.903969,2.508659,2.775571,"Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","$125,000 - $150,000","$150,000 - $175,000",0.0 - 0.5,0.0 - 0.5,0.0 - 0.5,Below Area Average,Below Area Average,0.0 - 0.5,0.0 - 0.5,0.0 - 0.5,0.5 - 1.0,2.5 - 3.0,2.5 - 3.0,249.75,109.45945945945945,0.269808,2.451799,2.449534,150% or Greater Increase,1.5 or Above,At Risk,At Risk
421010036004,13,19,25,24,23,25,30,33,25,21,18,85000,90000,120000,122500,125000,132500,152450,180000,187000,188000,210000,0.871460,0.965461,1.936575,1.916884,1.859273,1.786690,1.891668,2.431437,2.262469,1.567359,1.854571,"Below $100,000","Below $100,000","$100,000 - $125,000","$100,000 - $125,000","$125,000 - $150,000","$125,000 - $150,000","$150,000 - $175,000","$175,000 - $200,000","$175,000 - $200,000","$175,000 - $200,000","$200,000 - $250,000",0.5 - 1.0,0.5 - 1.0,1.5 - 2.0,1.5 - 2.0,1.5 - 2.0,1.5 - 2.0,1.5 - 2.0,2.0 - 2.5,2.0 - 2.5,1.5 - 2.0,1.5 - 2.0,121.17647058823529,16.666666666666668,1.020208,0.695899,-0.576866,100% - 150% Increase,0.5 to 1.0,At Risk,At Risk
421010037011,44,44,49,69,95,102,85,73,61,53,49,39000,42750,55500,70000,86900,130000,209300,199000,199000,206000,250000,-0.727840,-0.657939,-0.242525,0.178184,0.659473,1.878890,4.055668,3.311337,2.897869,2.388559,3.309971,"Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","$125,000 - $150,000","$200,000 - $250,000","$175,000 - $200,000","$175,000 - $200,000","$200,000 - $250,000","$250,000 - $400,000",Below Area Average,Below Area Average,Below Area Average,0.0 - 0.5,0.5 - 1.0,1.5 - 2.0,3.0 or Above,3.0 or Above,2.5 - 3.0,2.0 - 2.5,3.0 or Above,428.20512820512823,25.628140703517587,4.783508,3.116399,-0.001366,150% or Greater Increase,1.5 or Above,At Elevated Risk,At Risk
421010037012,43,31,40,45,43,48,43,35,35,48,44,48000,50000,55000,68000,102000,106885,112500,149000,170000,217000,220800,0.869460,0.911461,1.143275,1.841184,3.783973,3.698490,3.437868,5.157937,5.878169,7.690159,7.109371,"Below $100,000","Below $100,000","Below $100,000","Below $100,000","$100,000 - $125,000","$100,000 - $125,000","$100,000 - $125,000","$125,000 - $150,000","$150,000 - $175,000","$200,000 - $250,000","$200,000 - $250,000",0.5 - 1.0,0.5 - 1.0,1.0 - 1.5,1.5 - 2.0,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,352.0833333333333,48.18791946308725,2.568408,6.820699,1.951434,150% or Greater Increase,1.5 or Above,At Risk,At Elevated Risk
421010037013,38,38,52,63,65,81,85,79,66,50,45,39250,40000,37750,50000,80000,95000,125000,145000,190850,251500,236000,-1.223740,-1.269939,-1.361125,-1.175716,-0.581427,-0.496210,-0.333632,-0.208363,0.460969,1.057659,0.432871,"Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","$125,000 - $150,000","$125,000 - $150,000","$175,000 - $200,000","$250,000 - $400,000","$200,000 - $250,000",Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,0.0 - 0.5,1.0 - 1.5,0.0 - 0.5,540.7643312101911,62.758620689655174,0.890108,2.281399,0.641234,150% or Greater Increase,1.5 or Above,At Risk,At Risk
421010037014,22,33,56,70,82,89,74,60,49,47,44,25149.5,32000,28500,30830,58000,75000,110000,112750,126500,158000,159000,-1.546540,-1.434839,-1.556025,-1.605416,-1.049727,-0.890810,-0.577932,-0.829763,-0.829331,-0.807141,-0.974629,"Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","$100,000 - $125,000","$100,000 - $125,000","$125,000 - $150,000","$150,000 - $175,000","$150,000 - $175,000",Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,528.2431062247758,41.019955654102,0.968608,0.739399,-0.144866,150% or Greater Increase,0.5 to 1.0,At Risk,At Risk
421010037015,48,49,70,85,76,69,87,93,72,77,64,28500,37500,33000,41000,55500,82500,105000,125000,133500,185000,177500,-1.513140,-1.363739,-1.503025,-1.426016,-1.208827,-0.852810,-0.872132,-0.753563,-0.887031,-0.502741,-0.855329,"Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","$100,000 - $125,000","$125,000 - $150,000","$125,000 - $150,000","$175,000 - $200,000","$175,000 - $200,000",Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,549.1228070175439,42,0.641008,1.010399,-0.101766,150% or Greater Increase,1.0 to 1.5,At Risk,At Risk
